PA/gchi+	Very
pakne	grasshopper
pashko-ma'iingaans	coyote
penmandaagan	reliable
pinii-bmidoosh	cutworm
pinii-mnidoosh	cutworm
pwaagan	pipe
saawe	perch
sabiins	line
sagdebwe	burr
sagskwaajme	leech
san'goo	squirrel
semaa	tobacco
semaans	cigarette
shibaayiigin	veil
shigan	bass
shka'aa	new
Shkaabewis	Helper
shki'aa	new
Shki-bboon-giisoons	January
shkiniigish	teenager
shkiniigkwe	girl
shkinwe	youth
shkode-daabaan	train
shkode-jiimaan	steamboat
shkwedaagan	youngest
shkwenjiins	finger
siboojgan	file
signaawish	worm
skaan	biscuit
tajaagwan	gar
waabmin	apple
waabnigiishwesiins	bittern
waaboozoo	rabbit
waabshkidye-aamoo	insect
waabzii	swan
waagosh	fox
waapoone	butterfly
waasechganiigin	curtain
waasii	catfish
waawyese	twister
wakaan	livestock
wedaase	brave
wegdagwenish	jerk
wegwenshidik	worthless
Wemtigoozhii	Frenchman
wewiimgwaagens	teal
wiigbiish	basswood
wiigwaas	birch
wiin'zik	birch
wiinaange	vulture
Wiinbiigoo	Ho-Chunk
wiindgoo	windigo
wiindgoo-bneshiins	kingbird
wiinis	lecher
ya'aa	who
yaabesmosh	dog
zaasgan	rind
zaawaadnimnese	oriole
zaawi-san'goo	squirrel
zagdebwe	thistle
zegdebwe	thistle
zgaat	cigar
zgidebwe	burr
zgime	mosquito
zginaawish	worm
zhaaboomin	gooseberry
zhaabooz	goat
zhaagnaash	man
zhaagnaashiikwe	woman
zhaagnaashiikwe	woman
Zhaagnaashiikwe	Canadian
Zhaagnaashiikwe	Canadian
zhaangsoobii'gan	nine
zhaashaawnibiish	swallow
zhaashaawon	bluebird
zhaawnibiishens	swallow
zhaawshko-magkiins	frog
zhaawshko-mnidoons	mantis
zhaazhaagmikookis	frog
zhgaagoo	skunk
zhgashkaandwe	squirrel
zhgashkaandwens	nuthatch
zhiigaa	widow
zhiigaakwe	widow
zhiigon	grindstone
zhiingis	pest
zhiishiip	duck
zhimaagnish	soldier
zhmaagan	soldier
zhmaagni-gimaa	jack
zhmaagnishii-gimaa	officer
zhngobiins	pine
zhngos	weasel
zhoobaagnigan	sled
zhoomnens	raisin
zhooshkjiwaan	dumpling
zhwaashksens	toboggan
ziin'kiigmaan	mucus
ziitaagni-gookoosh	pork
zkwaajge-kikoons	spittoon
baanaabe	mermaid
binoojii	child
baagaakw'igan	splint
zhignaawis	worm
ebigoo	ant
nbaagni-mnidoosh	bedbug
bzaan	burr
mzin'igaans	card
jidmoo	chipmunk
zgaswaajgaans	cigarette
dkonweniniidaabaan	car
moozhweniniikwe	barber
mkade-pakne	cricket
niizh-zhining	quarter
baak'aakwaan	chicken
biibiins	baby
bmiwzhiwe-daabaan	bus
waab-gaagoo	porcupine
gbadoons	button
bgadoons	button
gchay'aa	adult
gchi-gimaa	king
gchi-gimaakwe	queen
gchi-gimaakwens	princess
gchi-kwe	woman
Gchi-mookmaani-shkinwe	Youth
Gchi-mookmaani-zhmaagnish	Soldier
Gchi-mookmaanens	American
Gchi-mookmaanii-gimaa	Leader
Gchi-wesii	Creature
giigdooniniikwe	councillor
gimaakwens	princess
gkinwaachigan	marker
Jibwe-kwe	Ojibwe
Maamii	Miami
mzinniins	figurine
zaazgokwaan	pan
Endroo	Andrew
miigis	bead
miigwaans	feather
miigwan	feather
Shkakmigkwe	Earth
mzinaazwin	photo
taadwin	card
zhibiigeniniikwe	secretary
mtigoons	bush
n'gamooniniikwe	singer
zhooshkwaadeniniikwe	skater
mookdaasooniniikwe	carpenter
mookdaasooniniikwe	carpenter
baataayens	burr
bbooni-yi’aa	winter
bebskiigsenh	larva
bgaanmizhiins	hazel
bgoshens	fly
biigjiisndip	blockhead
biigwesaan	shaving
biinskibjigan	effigy
biipiisde	lung
bmaagnigan	splint
bnaashwin	sailboat
bne-zit	club
boodnigan	liner
bookjiit	jerk
bzhigwaabe	departure
bzhikwe	departure
daataang’igan	dabber
dzhi’aa	thing
nnagway	sleeve
nbaabaa	dad
nnag'ay	skin
nnoway	cheek
nwiidgik	sister
nniishk	gland
nniig'ik	parent
njichaag	soul
niidgik	sister
njichaag	soul
ndoodkosi	kidney
ngashi	mother
niiw	wife
nnishiw	penis
ndenik	nostril
ndik	louse
ngidik	knee
niinim	in-law
nnagask	palate
niijii	friend
ngitziim	parent
ndoozhmiskwem	niece
nday	dog
nbajaagan	penis
ndaan'koobjigan	grandchild
nbiis-biidiinsim	chick
ndoodoosh	nipple
nbaabaam	dad
nbazgim	partner
nbazgim	cousin
nda'iim	possession
ndaan	daughter
ndaan'kobjigan	grandchild
ndaan'koobdenh	grandchild
ndaangwenh	in-law
ndaanis	daughter
ndaknaagan	godchild
ndanwendaagan	cousin
ndawemaa	sibling
nday'aam	animal
nde'	heart
ndedem	father
nden'gom	snot
ndindaawaa	in-law
ndiniigan	blade
ndinmaangan	shoulder
ndip	head
ndoodem	clan
ndoodoom	mother
ndoozhim	nephew
ndoozhmis	niece
ngaagaagiim	phlegm
ngookmis	grandmother
ngwis	son
nhoos	father
niidgikoonh	sister
niijkiwem	brother
niijkiwenziinh	friend
niikaan	brother
niikaanis	brother
niinmokaan	in-law
niinmoshenh	cousin
niitaa	in-law
niitaawis	cousin
njiichiigom	wart
nkeweziinyim	husband
nmamaam	mother
nmamaanh	mom
nmidmooyem	wife
nmisenh	sister
nmishoomenh	uncle
nmishoomis	grandfather
nmishoo	grandfather
nna'aangish	son-in-law
nna'aangnikwe	daughter-in-law
nna'aangshim	son-in-law
nnaabem	husband
nnaan	calf
nnashkdii	tail
nniijaanis	child
nniijkadoonh	buddy
nniijkewenh	friend
nniijkiwem	brother
nniijkiwis	friend
nniikaanis	brother
nningnis	nephew
nningon	son-in-law
nningwii'gan	wing
nningwii'gan	wing
nninjgaans	fin
nnookmis	grandmother
nooko	grandmother
nnooshenh	aunt
nnoozwaagan	namesake
nnow	cheek
nookmis	grandmother
noos	father
nooshenh	grandchild
nsayenh	brother
nshiimenh	sibling
nshimis	niece
nshkansh	nail
nsim	in-law
nwiidgemaagan	spouse
nwiidzhaan	sibling
nwiij-Nishnaabe	compatriot
nwiiji-bemaadis	human
nwiijkewenh	friend
nwiijkiwem	brother
nzhiigan	lumbar
nzhinis	in-law
nzhishenh	uncle
nzigos	aunt
nzigzis	in-law
ndiniigan	scapula
abooy	rheum
biiway	fur
kandmoo	lily
mooday	bottle
nbiish-waawaasgone	lily
mniiw	pus
Biiwaan'goonh-ziibi	River
ddibew	shore
dnow	kind
moo	feces
miizhash	blade
mshkimot	bag
pinii-mshkimot	sack
powwow	powwow
truck	load
mshkiig	marsh
mshkiki	medicine
bgwi	ash
bgwi	ash
oodenaw	city
gchi-oodena	metropolis
aamoo-ziizbaakot	honey
aan'kot	cloud
aazhbik	mountain
bagashk	cutweed
biigjiisak	wood
biimaakot	bittersweet
biitoo-mkak	coffin
biitwisak	ceiling
biiwaabik	iron
biiwaanak	arrowhead
bkok	arrow
bkwaakot	ball
eshknaak	cutter
gbiingwewegin	towel
giizhgat	day
giizhkaandgagmik	lodge
gondaagnaabik	pipe
gwaawaanaak	hanger
gzhiibzhewashk	weed
gziibiignige-mkak	washer
kikwaabik	tin
konaashk	husk
maankik	forest
miizhash	blade
bmijwaagaakot	hoe
mkak	box
mkaksak	barrel
mkomii-mkak	freezer
mkomsak	barrel
msag	stump
msko-nagek	cinnamon
mskwaan'kot	cloud
mskwaankwat	ruby
mskwegin	cloth
mskwiiwjiibik	bloodroot
mtik	wood
mzin'igni-mkak	box
naadweyaanak	asterisk
naaknashk	bulrush
naakniigin	carpet
Naanoo-giizhgat	Friday
naasmisag	wall
nagek	bark
Nam'e-giizhgat	Sunday
nbaagniigin	sheet
nbagash	cutweed
nbagash	cutweed
negaw	sand
ngaasmooniigin	canvas
Ngodwaasoo-giizhgat	Saturday
Niizhoo-giizhgat	Tuesday
nimkiibak	ivy
nimkiiwaan'kot	cloud
nimookaajiin-miizhashk	grass
Nswi-giizhgat	Wednesday
pakwaaniigin	cover
sinii-waagaakot	axe
waabaan'kot	cloud
waaboowaanbak	mullein
waagaakot	axe
waak	roe
waasaagnashk	reed
waawan	egg
wiigwaas-mkak	box
wiikwemik	bay
wiikwet	bay
wiingash	grass
wiingash	grass
wiingashk	grass
zaawaabik	brass
zenbaawegin	silk
zhaweshk	spear
zhiigin	cloth
ziiwbak	rhubarb
ziizbaakot	sugar
naamsag	basement
gjipzonaabik	buckle
Mnidoo-niigi-giizhgad	Christmas
mskwaabik	copper
biiwaan'gwaabik	flint
gaagaagwizhaandak	hemlock
giizhki-mkak	chest
bkwaakwat	ball
nbagaabik	shovel
Ntam-giizhgat	Monday
waasechganaabik	glass
aaboodsak	ceiling
aakziigamik	hospital
aakziigamik	hospital
aakziiwgamik	hospital
aasekmik	lichen
aasmaatik	wall
aasmagmik	wall
aazhdeyaatik	cross
bdakiig'ignaatik	rod
bezhgoogzhiiwgamik	stable
bezhgoongzhiiwgamik	stable
bneshiinygamik	house
bootaagnaatik	pestle
bshanzhe'ganeyaatik	whipstock
bshanzhe'ganaatik	whipstock
bzhikiiwgamik	shed
daabaan'gamik	garage
daawegamik	store
daawewgamik	store
dewe'ganaatik	drumstick
dkaashiiwgamik	lodge
dkonwewgamik	jail
ebgoogmik	hill
en'googmik	hill
gawaan'gamik	hut
gbeshiiwgamik	hotel
gdotaagnigmik	belfry
ggwetaan'gamik	house
giigdoogamik	hall
gkinoomaadiigamik	school
gkinoomaadiigamik	school
gkinoomaagewgamik	school
gookooshgamik	sty
gwaak'odiiwgamik	jail
jiibewgamik	cemetery
jiimaan'gamik	boathouse
kinoomaadiiwgamik	school
kiwgamik	root-house
maashtaanshiiwgamik	shed
mchiknaatik	rail
mdoodoowgamik	sauna
miinkaan'gamik	granary
miishkogmik	barn
miiziiwgamik	bathroom
mikgamik	lodge
mkomiiwgamik	freezer
mnikwewgamik	bar
mshigmik	woodshed
mskogmik	building
mskosniigamik	brickhouse
mtiggamik	cabin
nagekgamik	barkhouse
nakaazwin'gamik	toolshed
nam'ewgamik	church
nbaagnaatik	bedframe
nbaggamik	flat-house
ngaasmoon'gamik	tent
niim'idiiwgamik	dancehall
nimgamik	kennel
nimookaajiinygamik	kennel
nimshiiwgamik	kennel
ookaan'gamik	barn
skoon'gamik	school
taasoowgamik	shed
waagaakdaatik	handle
waagaakdwaanaatik	handle
wakaan'gamik	barn
wiishktewgamik	smokehouse
zaag'amoogmik	bathroom
zaakmoogamik	bathroom
zhashkgamik	lodge
zhibiignaatik	pen
zhoon'yaawgamik	bank
zhoonyaa-taagegamik	casino
zhooshkwaadewgamik	arena
gimaawgamig	office
giishkaankwezhoowgamig	barbershop
aamoowgamig	beehive
gweji-bkinaagewgamig	casino
baagaakwenwgamig	coop
dbaaknigewgamig	courthouse
gchi-daawe'gamik	post
jiibaakwegamik	kitchen
bagweyaanegmik	tent
dkonwewniniigamik	station
gkinoomaagewgamik	school
nbewgamik	hotel
nimshigmik	kennel
zhibiignaatik	pen
zhoonyaa-taagegamik	casino
gweji-bkinaagewgamig	casino
jiibaakwegamik	kitchen
aakshkadewansh	chamomile
bkwaakninch	fist
disiiyaap	cord
doodgoneyaap	shoelace
goodaagnaap	wire
goodkikwaaneyaap	chain
mgisknweyaab	line
mkwaand	handle
mtigweyaab	bowstring
nagish	sausage
nboop	soup
nit	spear
nmepin	coltsfoot
oodenaaba	ghost-town
oodenaaban	ghost-town
pishmoniig	mat
sabaap	cord
sin	rock
wiinzop	bladder
mdoodoo-sin	stone
aan’kogneyaap	chain
biimtewegniwaab	yarn
biiwaabkoo-aan’koogneyaab	chain
aadaanoonh	dumpling
aan'konaanh	cracker
bekgoodenh	padlock
bewaatenh	lantern
biiwaan'goonh	flint
eshkdamoonh	watermelon
eshoonh	cabbage
eskgamdenh	tonic
eyiidwaabdeyaanh	axe
gbodenh	sausage
gboosnenh	trousers
gdagiigaanh	rag
gebgaadenh	hamper
gepgaanh	quilt
geshkgwaaswaanh	machine
geshkbizoonh	pudding
giishknakdoonh	stump
gookoombenh	cucumber
jechiibaaksenh	chair
jiibkenh	root
jiichiibaaksenh	chair
jikenh	stump
kajdenh	pumpkin
koombenh	cucumber
medwewebdenh	boat
memaangsheyaanh	basket
miishkoonh	weed
minoonkenh	smokehole
mjigoodenh	dress
mnisenh	island
Mnishenh	Walpole
nebgaanh	porridge
nenaabgaanh	porridge
noon'kenh	crock
pashkwaajiinh	balloon
shibaayiigni-mjigoodenh	chiffon
waab-gookookoonh	cake
waawaaskonenh	flower
wewiinbaanh	squash
wiig'asiinh	dustballs
wiikenh	flag
wiimbnakdoonh	log
zasaanh	nest
zegaabkaadenh	basket
zhashkwedoonh	mushroom
zhoomaan'kenh	cent
ziibiiwenh	brook
bbagwayaanenh	cloth
tametoonh	tomato
aaswaakjiidenh	scone
bengwidenh	taffy
desaabkidenh	scone
ezaawaanh	muskmelon
gebkadiinh	comforter
mezweyaanh	candy
mnishenh	island
wii'gadoonh	clothing
goodaagan	stovepipe
aabaabka'gan	key
aabdaako-pabwin	bench
aabjichgan	tool
aabjiibaawin	resurrection
aabtooshkin	bagful
aabziichgan	medicine
aadsookaan	legend
aajkin'gan	room
aakziwin	disease
Aamjiwnaang	Sarnia
aamoo-ziiwaagmide	honey
aan'kobjigan	link
aan'koobjigan	link
aandaabdesjigan	gearshift
aandaabka'gan	key
aanzyaan	diaper
aapwewin	nightmare
aasookaan	legend
aazhdaadiwin	revenge
aazhdawwin	revenge
aazhdeyaakbii'gan	mark
aazhgan	bridge
aazndibebzowin	headband
abwi	paddle
Anishnaabemwin	Language
baagndibe'gan	club
Baakwang	Easter
baan'shaawaan	jerky
baapaagi-shka'ii	new
baapaashki	sap
baashdaagwaan	plantain
baashkmin'sigan	jam
baashknjibgwaan	trillium
baashkzigan	gun
baashkzigewin	semen
baataa-doodwin	sin
babgiwyaan	shirt
bangii	few
baskawaan	bag
bayoo	hammock
bbaamziwin	business
bbagooyaan	cloth
bbagooyaan	shirt
bbagwayaan	shirt
bbigon	flute
bakjigan	planter
bdakji'gan	fork
bdakjii'gan	fork
bdakshka'gan	pitchfork
bengnaagne'gan	towel
bengweniigin	towel
bezhgwaabiig	strand
bgaan	nut
bgaanens	peanut
bgamaagan	cudgel
bgamshtigwaan	hammer
bgand'igan	stick
bgii	few
bgoji-mnoomin	rice
Biidaasge	Petoskey
biigzigan	quarry
biijbii'gan	letter
biimnig'igan	screwdriver
biimnigan	auger
biimskosjigan	top
biimskowebshkigan	bicycle
biindaagan	pocket
biindkadeyaan	pancreas
biindkomaan	scabbard
biindsaagan	raft
biisaagzhigan	divider
biisaangboojgan	harrows
biiskamgiboojgan	harrows
biiskawaagaans	jacket
biiskawaagan	coat
biite	foam
biitoo-babgiwyaan	undershirt
biitoo-miiknoodens	panty
biitoo-miiknoot	underpants
biitoo-mkizin	liner
biitoogoodaan	slip
biitoogwaajgan	lining
biitoogzhewin	sheet
biitookdek	slice
biitooshkgan	overshoe
biitoosjinaagaans	saucer
biitwikaajgan	overshoe
biitwikaan	porch
biiw'igan	brush
Biiwaabko-aazhgan	Iron Bridge
biiwaabkonaagan	bowl
biiwaabkoons	telephone
biiwaabkoons	wire
biiwaabkoons-giigdowin	telephone
Biiwaan'goonying	Saginaw
bikan	tumpline
bkeknigan	place
bkeyaagmin'gan	separator
bkite'gan	hammer
bko'gan	mound
bkodnii'gan	mound
bkwaakdo-bgamaagan	club
bkwaakdoons	pill
bkwenenjgan	bucket
bkwenezgan	mixture
bkwezhgan	bread
bkwezhganaaboo	soup
bma'gan	cream
bmaagan	cream
bmibzowin	fare
bmide	grease
bmidsaan	thwart
bmikwaan	footprint
bmoomaawsawin	carrier
bmoonjgan	yoke
bnaakwaan	comb
bnagjiikjigan	peeler
bnagzignaaboo	soup
bngii	few
Bngoonaang	Moraviantown
bngwi	ashes
bodyegwaazon	pants
boodaajgaans	whistle
boodaajgan	horn
boodwaajgan	chimney
boojiingwe'gan	bread
boojkwe'gan	spear
boojkweygan	spear
bookde'min	lemon
bookde'minaaboo	lemonade
boon'kanjgan	anchor
bootaagan	mill
bootsan	boot
bsaan'kaan	ditch
bshanzhe'gan	strap
bshanzhegan	strap
bshkozhgan	mower
bshkwegaans	condom
bshkwegin	leather
bshkwegni-biiskawaagan	coat
bsikwebzowin	halo
bskaaknenjgan	kindling
bte	smoke
bwa'gan	place
bwi	paddle
bzagwaakmin	plum
bzhikii-zowaanak	oxtail
bzobnaakwaan	comb
Da'ooganing	South Bay
daabaan	car
daadkogwaajgan	quilt
daakaajgan	rudder
daakaan	wheel
daakan	rudder
daashkga'gan	wedge
damnawaagan	doll
damnawin	toy
datgaagon	driveshaft
dba'gaans	minute
dba'gaans	hour
dba'gan	hour
dba'giiswaagan	clock
dba'giiswaan	hour
dbaabiishkoojgan	pound
dbaajmoo-mzin'igan	newspaper
dbaajmowin	narrative
dbendaaswin	property
dboosk-naagan	bowl
de-pii	distance
desbiwaagan	chair
desgaan	deck
desiikwaan	hat
desnaagan	plate
dewe'gan	drum
dewmin	strawberry
dkinaagan	cradleboard
dkaaboo	water
dkajwin	cold
dkawaasnenjgan	flashlight
dkibi	spring
dkobjigan	skates
dkonjgan	pliers
dkopjigan	bundle
dnaan'gidoonwin	talk
dnakiiwin	town
dnakmigziwin	game
dnizgan	pan
doodooshaaboo	milk
doodooshens	nipple
doodooshmebzowin	bra
doodooshmekaajgan	bra
doopwin	table
doopwiniigin	tablecloth
dooyaabiignigan	violin
dpizwin	apron
dsoonaagan	trap
dwaa'baan	hole
emkwaan	spoon
emkwaanens	teaspoon
gaagge-shkodeng	hell
gaand'igwaaswin	thimble
gaandnigan	pushcart
gaashkaad'igan	scraper
gaashkbaajgaans	razor
gaashkbaajgan	razor
gaashkgwaajgan	scraper
gaasiiyaakzawning	purgatory
gaawendmowin	jealousy
gaawyekaajgan	quillbox
gamii	lake
gamiing	lakeshore
gawaatewin	umbrella
gba'gan	cover
gbaabka'gan	damper
gbaakogan	dam
gbaakw'igan	dam
gbaskzigan	coagulant
gbawaanzhe'gan	damper
gboobjigan	bag
gboojgan	curtain
gchi'ii	thing
gchi-gaaming	overseas
gchi-gmi	sea
Gchi-gmiing	Superior
Gchi-gwaamwining	Tobermory
gchi-miin	blueberry
Gchi-mookmaan'kiing	USA
gchi-niibiish	cabbage
Gchi-siniing	Chesaning
Gchi-wiikwedong	Owen Sound
gdaabka'gan	key
gdagiigin	cloth
gdotaagan	bell
gete'ii	antique
ggwejkanaadiwin	contest
ggwetaanyi'ii	beauty
giigdowin	chat
giikiishkamgishkoojgan	disk
giishkamgishkoojgan	harrows
giishkboojgan	saw
giishkdiyekjigan	heel
giishkjiwyaan	vest
Giiwdenaaning	St. Ignace
giiwedin	boreas
giizhgiken	tinder
giizhgoong	paradise
giizhkiki	cedar
ginjgewin	reading
gjibzowin	belt
gnawaajchigan	blaze
gndaabiignigan	rudder
gnoosh-naagan	platter
godaas	dress
gokbinaagan	basket
gokmidaas	sock
gokoomban	cucumber
gonaab'igan	eyelid
goodkikwaan	hook
goojgan	curtain
Gookoo-mnishenying	Seaway
gookoosh-naagan	trough
gookoosh-wiiyaas	pork
goon	snow
goonaaboo	meltwater
goonaagan	treehouse
goshkiiwin	fear
gozhewin	blanket
gshkaabka'gan	key
gshkapjigan	parcel
gshkibdaagan	pouch
gshkidaasebzowin	garter
gshkigwaajgan	machine
gshkin'kebzowin	garter
gtigaan	field
gtigaanens	garden
gwaab'igan	bucket
gwaakwaapgan	pump
gwaapgan	dipper
gwiidbiwin	chair
gwinaan	fabric
gwiwin	garment
gzaabiishkaajgan	sinker
gzhaabkizgan	stove
gzhi'ewziwin	power
gziibiig'igan	detergent
gziibiignaagne-naagan	dishpan
gziibiignigan	soap
gziibiignigenaagan	dishpan
gziibiigzhenaagan	bathtub
gziidmegan	tissue
gziinaagne'gan	dishcloth
gziingwe'gan	towel
gziingwenaagan	basin
gziingweniigin	facecloth
gziinjaane'gan	tissue
gziinjiinaagan	basin
gziizdeshmowin	mat
jiibik	root
jiichii	penis
jiichiikzhe'gan	poker
jiig-weyaan	pelt
jiigda'gan	broom
jiimaan	canoe
jiimaanens	craft
jiis	turnip
jiisens	radish
jiishkamga'gan	rake
jiiskaan	tent
jiitat	sinew
kaaden'gan	braid
kajgaate'win	umbrella
kakde-dba'gan	square
kakmineshkoojgan	sheller
kakzhe	charcoal
kanjiish	bud
ki	earth
kidwin	word
kii-bmide	kerosene
kiibmidekaan	site
kiwewin	flag
kokbinaagan	basket
kokmidaas	sock
kosjigan	haystack
kosmaan	pumpkin
kwaandwaagan	stairway
kwe-miiknoot	panties
kwiinwin	community
maajiibii'gan	letter
maantaan'shiiy'ii	wool
maawndooshk'igan	rake
maawndooshkgan	rake
maawnjidwin	meeting
maawnjiwewin	party
mba'gan	jack
mbaasjigan	balloon
mbiigzigan	noise
mbiigziwin	noise
mbijiisjigan	dough
mbijiizgan	powder
mbijiizkwegan	yeast
mbisjigan	yeast
mbizgan	soda
mchikan	fence
mdaamin-wiin'zis	tassel
mdaamnaaboo	soup
mdaamnaaboo	soup
mdaas	sock
mdaaskiins	acreage
mdaaswaabiig	rows
mdewechgan	drum
mdewgaan	lodge
mdewiiwin	ritual
mdwewechgan	drum
mekde	gunpowder
mgiskan	hook
mgoos	awl
migiiwin	impetigo
migziwin	blister
miigaadwin	conflict
miigaazwin	fight
miigwan	feather
miijim	food
miijmaknjigan	bait
miikan	road
miikna	road
miiknaans	path
miiknoot	pants
miin	blueberry
miin'go'ewziwin	gift
miin'kaan	seed
miinjisaakaajgan	wig
miinkaanens	seed
miishaaboojiignigan	eyelash
miishgondaagan	beard
miishkiinzhgwaagan	eyelash
miishko-gtigaan	hayfield
miishkogwaam	barn
miishkomiin'kaan	hayseed
miishkooki	marsh
miishkoons	grass
miishkosh	weed
miishkwaan	hair
miishmat	tripe
miizhmin	acorn
miiziiwaagan	privy
mik-weyaan	pelt
mikogbaakw'igan	dam
mikwaash	lodge
mji-mshkiki	narcotic
mjigkan	fence
mjigoode	dress
mkade-mskomin	blackberry
mkadewshkiinzhgwaan	pupil
mkakoons	quart
mkizin	boot
mko-dsoonaagan	trap
mkomii-taaswin	refrigerator
mkomiiwaaboo	ice
Mnidoo-mnising	Manitoulin
mnidoomnens	bead
Mnidoowaanzhing	Manitowaning
mnijiimin	pea
mnikwaajgan	dipper
mnikwewin	beverage
mnis	island
mnoomin	grains
mnwaabmew'iwewin	blessing
mnwaabmewziwin	fortune
moodyens	vial
mookdaaswin	workhorse
mookjigan	drawknife
mookmaan	knife
mookmaanens	penknife
moon'igan	shovel
mooshwegaans	handkerchief
mooshwen	shawl
moowich	feces
moowiins	droppings
moozhwaagan	scissors
msan	firewood
mshi	log
mshiimnaaboo	cider
mshkawziiwin	strength
mshkiigki	marshland
mshkiigmin	cranberry
Mshkiigong	Muskegon
mshkikwaaboo	tonic
mshkode	clearing
mshkode	fire
Mshkodewenying	Flint
msko-jiis	beet
msko-jiisens	radish
mskodoonechgan	lipstick
mskosnii	brick
mskwaasechgan	sash
mskwi	blood
Mskwiiwjiibkokaaning	Sandfield
mtigmin	acorn
mtignaagan	bowl
mtigo-dsoonaagan	trap
mtigoons	stick
mtigoonski	shrubbery
mtigwaaboo	sap
mtigwaaki	forest
mtigwaakiins	stand
mzimin	wheat
mzimnens	grain
mzin'igaans	card
mzin'igan	paper
mzinaaksijgan	camera
mzinaakzigan	camera
mzinaatesjigan	projector
mzinaazgan	camera
mzinchigan	picture
mzise-miijim	fern
n'gamwin	song
n'gamwinmazna'gan	songbook
n'gokaan	cemetery
na'ii	whatchamacallit
naabdoochgaans	shoelace
naabdoochgan	shoelace
naabiingwaagan	bridle
naabjichgan	tool
naabkwaan	sailboat
naabkwaaniigin	canvas
naabkwewaagan	necklace
naabndamwin	dream
naabningwaagan	crutch
naabshebzowin	earring
naadmaagewin	aid
Naadwenaang	Reserve
naagaans	cup
naagan	bowl
naagmisjigan	moonshine
naagnens	glass
naagzhigan	divider
naakaans	handicraft
naakan	mat
naakmachgan	frame
naandwi'win	doctoring
naapaane	flour
naazhaabiig'igan	fiddle
nakaajgan	material
nakaazwin	implement
nakiiwin	work
nakmaan	suspender
nam'e-mzin'igan	prayerbook
nam'e-n'gamwin	hymn
nam'e-waaskonenjgaans	candle
nam'eskaan	altar
nam'ew-giizhgat	week
nam'ewaaboo	holy water
nam'ewin	prayer
nbaagan	bed
nbi	water
nbiish	water
nbiishwaaboo	liquid
nbis	lake
nboobiish	moonshine
nda'aawngwaan	gravel
nda'baan	well
ndabaan	well
ndabaan	well
nebaamaa-zhngobiins	juniper
negmekwaan	spile
negweki	sand
nenaabgaan	porridge
nesegwaabde'gaans	pin
netmising	base
neyaashi	point
ngaasmoon	sail
ngaasmoon'gaan	tent
ngig-weyaan	pelt
+dba'aabaan	Mile
ngokiins	acre
ngwaagan	trap
ni'ii	whatchamacallit
niibiish	leaf
niibiishaaboo	tea
niibiishaaboo-naagaans	teacup
niimbaagan	bushel
niimshka'gan	crest
niimwin	dance
nijiimin	pea
ninaatgwaaboo	sap
ninii-miiknoot	pants
Nishnaabemwin	Language
nmebnikenying	camp
nmewshkoons	pennyroyal
noodin	wind
noonaagnaaboo	milk
noosh-naagan	platter
nooshkaajgan	mill
noozwin	name
nsikwewgan	implement
nsoo'igan	tripod
nsoonaagan	trap
nwewin	dialect
nwi	bullet
oodewin	city
ookaan-moowich	manure
paabwaan	flavor
paakzigan	bearberry
paabkin'gan	holder
pabwin	chair
pakwaan	roof
penmowin	dependence
pikweshmon	pillow
pikweshmooniigin	pillowcase
pikweshmowin	pillow
Pishkniing	Island
pishmooniigin	bedsheet
pishmowin	cushion
pisjigan	pad
pizwin	apron
sabaabiins	thread
sabgoojgan	rack
sanjgon	cellar
shagboojgan	grinder
shaggwezgan	emetic
shamoojgan	bait
shigboojgan	grinder
shigkamga'gan	cultivator
shining	shilling
shka'ii	novelty
shkanzhiikaajgan	horseshoe
shki'ii	novelty
shkiinzhgokaajgan	monocle
shkikmaan	lead
shkikmaanaaboo	solder
shkikmaanens	bullet
shkode	fire
shkode-daabaan	train
shkode-jiimaan	steamboat
shkodens	match
shkodewaaboo	whiskey
shkon'gan	reservation
shkonjgan	leftovers
shkozhgan	remnants
shkwaandem	door
shkwenoozwin	surname
shoogan	butter
sin'kiki	rocky
sindbepzowin	headband
siniikaajgan	foundation
siniiswidaawang	gravel
sipnigan	scissors
ska'aagan	pole
ska'win	cane
skaan	biscuit
soodii	soda
soodiins	pinch
swewebnigan	spreader
taasjigan	doily
taaswin	cabinet
tibdoowan	wheel
tibninjiibzon	ring
tibninjiibzowin	ring
dikon	branch
tisgan	dye
toobaajgan	vat
waabgan	clay
waabi-mnoomin	rice
waabkwaan	gray
waabooyaan	blanket
waaboowyaan	blanket
waabshkiigaans	handkerchief
waabshkiigin	cloth
waabshkoki	marsh
waagaakdoons	hatchet
waagkaagan	rainbow
waagosh-weyaan	pelt
waakaa'gan	fort
waan'kaan	hole
waanzh	cave
waasechgan	window
waasgan	pepper
waasgang-kosmaan	pepper
waaskonechgaans	flashlight
waaskonechgan	lamp
waaskonechganaaboo	kerosene
waaskonenjgan	light
